Genus	Species	Family	Subfamily	Native	Habitat	NCGR	OverwinteringStage	MinSouthBroodsPerYear	MaxSouthBroodsPerYear	MinNorthBroodsPerYear	MaxNorthBroodsPerYear	Clutches	LarvalColor	Hair	LarvaSequester	SouthFlightTime	NorthFlightTime	AdultFeeding	MinWingSpan	MaxWingSpan	AdultSize	AdultColor
Strymon	melinus	Lycaenidae	Theclinae	yes	both	G5		3	4		2	singly	cryptic	yes		feb-nov	may-sep	nectar	22	35	28.5	aposematic
Strymon	rufofusca	Lycaenidae	Theclinae	yes		G5						singly				july, oct-dec	all year	nectar	25	29	27.0	aposematic
Systasea	pulverulenta	Hesperiidae	Pyrginae	yes	both	G5						singly	cryptic	yes		feb-dec	feb-dec	nectar	24	35	29.5	cryptic
Systasea	zampa	Hesperiidae	Pyrginae	yes	natural	G5							cryptic	yes		april-oct	april-oct	nectar	25	38	31.5	cryptic
Texola	elada	Nymphalidae	Nymphalinae	yes	natural	G5						clutches	aposematic	yes		april-oct	april-oct	nectar	22	32	27.0	aposematic
Thorybes	bathyllus	Hesperiidae	Pyrginae	yes	both	G5		2	3		1	singly	cryptic	yes		june-july	june-october	nectar	33	50	41.5	cryptic
Thorybes	confusis	Hesperiidae	Pyrginae	yes	natural	G4					2					april-aug	april-aug	nectar	38	48	43.0	cryptic
Thorybes	diversus	Hesperiidae	Pyrginae	yes	natural	G3					1	singly	cryptic	yes		june-july	june-july	nectar	32	38	35.0	cryptic
Thorybes	drusius	Hesperiidae	Pyrginae	yes	natural	G4							cryptic	yes		april-aug	april-aug	nectar	38	45	41.5	cryptic
Thorybes	mexicanus	Hesperiidae	Pyrginae	yes	natural	G5					1	singly				june-aug	june-aug	nectar	29	35	32.0	cryptic
Thorybes	pylades	Hesperiidae	Pyrginae	yes	both	G5			2		1	singly	cryptic	yes		march-sep	may-july	nectar	32	47	39.5	cryptic
Thymelicus	lineola	Hesperiidae	Hesperiinae	no	both	G5					1	clutches	cryptic	yes		may-july	may-july	nectar	25	29	27.0	cryptic
Timochares	ruptifasciatus	Hesperiidae	Pyrginae	yes	both	G5							cryptic	yes		march-nov	march-nov	nectar	38	43	40.5	cryptic
Tmolus	echion	Lycaenidae	Theclinae	yes	both	G5						singly				all year	may	nectar	22	32	27.0	aposematic
Urbanus	belli	Hesperiidae	Pyrginae	yes															37	40	38.5	aposematic
Urbanus	dorantes	Hesperiidae	Pyrginae	yes	both	G5					4							nectar	37	51	44.0	cryptic
Urbanus	doryssus	Hesperiidae	Pyrginae	yes		G5										all year	march-nov		30	48	39.0	cryptic
Urbanus	procne	Hesperiidae	Pyrginae	yes	natural	G5					3								37	48	42.5	cryptic
Urbanus	proteus	Hesperiidae	Pyrginae	yes	both	G5					3	clutches	cryptic	no				nectar	45	60	52.5	aposematic
Urbanus	simplicius	Hesperiidae	Pyrginae	yes		G5										oct-july	april	nectar	38	50	44.0	cryptic
Urbanus	teleus	Hesperiidae	Hesperiinae	yes	natural	G5												nectar	35	39	37.0	cryptic
Vacciniina	optilete	Lycaenidae	Polyommatinae	yes	natural	G5													18	24	21	aposematic
Vaga	blackburni	Lycaenidae	Polyommatinae	yes	natural	G4													22	29	25.5	aposematic
Vanessa	annabella	Nymphalidae	Nymphalinae	yes	both	G5						singly	cryptic	yes				nectar	38	57	47.5	aposematic
Vanessa	atalanta	Nymphalidae	Nymphalinae	yes	both	G5					2	singly	cryptic	yes		oct-march	march-oct	sap, nectar, fruit	45	76	60.5	aposematic
Vanessa	cardui	Nymphalidae	Nymphalinae		both														51	73	62	aposematic
Vanessa	tameneamea	Nymphalidae	Nymphalinae	yes	natural	G3						singly	cryptic	yes				sap 	63.5	63.5	63.5	aposematic
Vanessa	virginiensis	Nymphalidae	Nymphalinae	yes	both	G5					4	singly	cryptic	yes		may-nov	may-nov	nectar	45	67	56.0	aposematic
Vidius	perigenes	Hesperiidae	Hesperiinae	yes	natural	G5					2					feb-dec	march-dec	nectar	22	29	25.5	cryptic
Wallengrenia	egeremet	Hesperiidae	Hesperiinae	yes	both	G5	larva				2					may-oct	june-aug	nectar	25	39	32.0	cryptic
Wallengrenia	otho	Hesperiidae	Hesperiinae	yes	natural	G4					2	singly				april-oct	april-oct	nectar	24	35	29.5	cryptic
Xenophanes	tryxus	Hesperiidae	Pyrginae	yes		G5					3					feb-dec	feb-dec	nectar	29	33	31.0	cryptic
Zera	hyacinthinus	Hesperiidae	Pyrginae	yes															29	33	31	cryptic
Zerene	cesonia	Pieridae	Coliadinae	yes	both	G5	adult	1	3	1		singly	aposematic			May - September		nectar	54	76	65.0	aposematic 
Zerene	eurydice	Pieridae	Coliadinae	yes	both	G4	adult	2				clutches	cryptic	yes		April - August		nectar	51	63	57.0	aposematic
Zestusa	dorus	Hesperiidae	Pyrginae	yes	natural 	G4			2		1		cryptic	no		april-july	may-june	sap, spittlebug secretions 	35	42	38.5	cryptic
Zizula	cyna	Lycaenidae	Polyommatinae	yes	natural 	G4									yes	march-nov	march-nov	nectar	16	22	19.0	cryptic
