LEP_family,LEP_genus,LEP_species,LEP_genusspecies,HOST_family,HOST_genus,Reference
Nymphalidae,Vanessa,cardui,Vanessa cardui,Urticaceae,Parietaria,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,cardui,Vanessa cardui,Urticaceae,Soleirolia,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,cardui,Vanessa cardui,Urticaceae,Urtica,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,cardui,Vanessa cardui,Verbenaceae,Lantana,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,tameneamea,Vanessa tameneamea,Urticaceae,Boehmeria,"Bogner, K. (2017). From Phylogenetics To Host Plants: Molecular And Ecological Investigations Into The Native Urticaceae Of Hawai ‘i (Doctoral dissertation, University of Hawai_i at M_noa)."
Nymphalidae,Vanessa,tameneamea,Vanessa tameneamea,Urticaceae,Neraudia,"Bogner, K. (2017). From Phylogenetics To Host Plants: Molecular And Ecological Investigations Into The Native Urticaceae Of Hawai ‘i (Doctoral dissertation, University of Hawai_i at M_noa)."
Nymphalidae,Vanessa,tameneamea,Vanessa tameneamea,Urticaceae,Pipitrus,"Bogner, K. (2017). From Phylogenetics To Host Plants: Molecular And Ecological Investigations Into The Native Urticaceae Of Hawai ‘i (Doctoral dissertation, University of Hawai_i at M_noa)."
Nymphalidae,Vanessa,tameneamea,Vanessa tameneamea,Urticaceae,Touchardia,"Bogner, K. (2017). From Phylogenetics To Host Plants: Molecular And Ecological Investigations Into The Native Urticaceae Of Hawai ‘i (Doctoral dissertation, University of Hawai_i at M_noa)."
Nymphalidae,Vanessa,tameneamea,Vanessa tameneamea,Urticaceae,Urera,"Bogner, K. (2017). From Phylogenetics To Host Plants: Molecular And Ecological Investigations Into The Native Urticaceae Of Hawai ‘i (Doctoral dissertation, University of Hawai_i at M_noa)."
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Asteraceae,Achyrocline,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Asteraceae,Anaphalis,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Asteraceae,Antennaria,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Asteraceae,Arctium,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Asteraceae,Artemisia,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Asteraceae,Aster,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Asteraceae,Carduus,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Asteraceae,Cirsium,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Asteraceae,Gamochaeta,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Asteraceae,Gnaphalium,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Asteraceae,Helianthus,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Asteraceae,Helichrysum,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Asteraceae,Onopordum,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Asteraceae,Pseudognaphalium,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Asteraceae,Senecio,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Asteraceae,Silybum,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Asteraceae,Vernonia,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Balsaminaceae,Impatiens,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Boraginaceae,Echium,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Boraginaceae,Myosotis,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Ebenaceae,Diospyros,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Fabaceae,Lupinus,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Malvaceae,Alcea,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Malvaceae,Malva,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Scrophulariaceae,Antirrhinum,https://www.nhm.ac.uk/our-science/data/hostplants/
Nymphalidae,Vanessa,virginiensis,Vanessa virginiensis,Urticaceae,Urtica,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Battus,philenor,Battus philenor,Aristolochiaceae,Aristolochia,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Battus,philenor,Battus philenor,Aristolochiaceae,Asarum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Battus,philenor,Battus philenor,Convolvulaceae,Calystegia,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Battus,philenor,Battus philenor,Convolvulaceae,Ipomoea,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Battus,philenor,Battus philenor,Polygonaceae,Polygonum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Battus,polydamas,Battus polydamas,Aristolochiaceae,Aristolochia,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Battus,polydamas,Battus polydamas,Rutaceae,Citrus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Eurytides,marcellus,Eurytides marcellus,Annonaceae,Annona,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Eurytides,marcellus,Eurytides marcellus,Annonaceae,Asimina,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Eurytides,philolaus,Eurytides philolaus,Annonaceae,Annona,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,anchisiades,Papilio anchisiades,Rutaceae,Casimiroa,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,anchisiades,Papilio anchisiades,Rutaceae,Choisya,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,anchisiades,Papilio anchisiades,Rutaceae,Citrus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,anchisiades,Papilio anchisiades,Rutaceae,Ruta,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,anchisiades,Papilio anchisiades,Rutaceae,Zanthoxylum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,andraemon,Papilio andraemon,Rutaceae,Citrus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,andraemon,Papilio andraemon,Rutaceae,Ruta,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,andraemon,Papilio andraemon,Rutaceae,Zanthoxylum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,aristodemus,Papilio aristodemus,Rutaceae,Amyris,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,aristodemus,Papilio aristodemus,Rutaceae,Zanthoxylum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,astyalus,Papilio astyalus,Rutaceae,Balfourodendron,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,astyalus,Papilio astyalus,Rutaceae,Citrus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,astyalus,Papilio astyalus,Rutaceae,Ruta,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,astyalus,Papilio astyalus,Rutaceae,Zanthoxylum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,canadensis,Papilio canadensis,Betulaceae,Betula,butterfilesandmoths.org
Papilionidae,Papilio,canadensis,Papilio canadensis,Rosaceae,Prunus,butterfilesandmoths.org
Papilionidae,Papilio,canadensis,Papilio canadensis,Salicaceae,Populus,butterfilesandmoths.org
Papilionidae,Papilio,cresphontes,Papilio cresphontes,Cannabaceae,Humulus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,cresphontes,Papilio cresphontes,Cornaceae,Nyssa,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,cresphontes,Papilio cresphontes,Lauraceae,Persea,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,cresphontes,Papilio cresphontes,Piperaceae,Piper,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,cresphontes,Papilio cresphontes,Rutaceae,Amyris,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,cresphontes,Papilio cresphontes,Rutaceae,Casimiroa,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,cresphontes,Papilio cresphontes,Rutaceae,Choisya,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,cresphontes,Papilio cresphontes,Rutaceae,Citrus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,cresphontes,Papilio cresphontes,Rutaceae,Dictamnus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,cresphontes,Papilio cresphontes,Rutaceae,Ptelea,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,cresphontes,Papilio cresphontes,Rutaceae,Ruta,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,cresphontes,Papilio cresphontes,Rutaceae,Zanthoxylum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,cresphontes,Papilio cresphontes,Salicaceae,Populus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,cresphontes,Papilio cresphontes,Staphyleaceae,Staphylea,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,erostratus,Papilio erostratus,Rutaceae,NA,"The Butterflies of North America, James A. Scott, ISBN 0-8047-1205-0, 1986"
Papilionidae,Papilio,eurymedon,Papilio eurymedon,Betulaceae,Alnus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,eurymedon,Papilio eurymedon,Grossulariaceae,Ribes,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,eurymedon,Papilio eurymedon,Rhamnaceae,Ceanothus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,eurymedon,Papilio eurymedon,Rhamnaceae,Frangula,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,eurymedon,Papilio eurymedon,Rhamnaceae,Rhamnus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,eurymedon,Papilio eurymedon,Rosaceae,Amelanchier,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,eurymedon,Papilio eurymedon,Rosaceae,Crataegus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,eurymedon,Papilio eurymedon,Rosaceae,Holodiscus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,eurymedon,Papilio eurymedon,Rosaceae,Malus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,eurymedon,Papilio eurymedon,Rosaceae,Prunus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,eurymedon,Papilio eurymedon,Salicaceae,Salix,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,garamas,Papilio garamas,Rutaceae,NA,"The Butterflies of North America, James A. Scott, ISBN 0-8047-1205-0, 1987"
Papilionidae,Papilio,glaucus,Papilio glaucus,Acanthaceae,Blechum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Asteraceae,Cirsium,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Betulaceae,Alnus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Betulaceae,Betula,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Bignoniaceae,Catalpa,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Corylaceae,Carpinus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Corylaceae,Corylus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Fagaceae,Quercus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Juglandaceae,Carya,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Lauraceae,Cinnamomum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Lauraceae,Lindera,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Lauraceae,Sassafras,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Magnoliaceae,Liriodendron,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Magnoliaceae,Magnolia,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Oleaceae,Fraxinus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Oleaceae,Syringa,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Rosaceae,Amelanchier,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Rosaceae,Crataegus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Rosaceae,Cydonia,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Rosaceae,Malus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Rosaceae,Prunus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Rosaceae,Sorbus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Rutaceae,Ptelea,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Rutaceae,Zanthoxylum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Salicaceae,Populus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Salicaceae,Salix,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Sapindaceae,Acer,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Styracaceae,Styrax,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Tiliaceae,Tilia,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,glaucus,Papilio glaucus,Ulmaceae,Ulmus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,indra,Papilio indra,Apiaceae,Aletes,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,indra,Papilio indra,Apiaceae,Cymopterus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,indra,Papilio indra,Apiaceae,Harbouria,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,indra,Papilio indra,Apiaceae,Lomatium,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,indra,Papilio indra,Apiaceae,Musineon,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,indra,Papilio indra,Apiaceae,Pteryxia,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,indra,Papilio indra,Apiaceae,Tauschia,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,indra,Papilio indra,Rutaceae,Thamnosma,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,joanae,Papilio joanae,Apiaceae,Taenidia,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,joanae,Papilio joanae,Apiaceae,Thaspium,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,joanae,Papilio joanae,Apiaceae,Zizia,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Aegopodium,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Ammi,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Anethum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Angelica,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Apium,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Carum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Cicuta,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Conioselinum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Conium,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Coriandrum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Cryptotaenia,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Daucus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Ducrosia,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Foeniculum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Glehnia,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Heracleum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Levisticum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Ligusticum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Pastinaca,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Petroselinum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Peucedanum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Pimpinella,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Selinum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Seseli,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Tilingia,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Apiaceae,Zizia,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Asteraceae,Artemisia,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Asteraceae,Cosmos,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Asteraceae,Petasites,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Rutaceae,Citrus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Rutaceae,Dictamnus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Rutaceae,Haplophyllum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Rutaceae,Phellodendron,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Rutaceae,Poncirus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Rutaceae,Ruta,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Rutaceae,Thamnosma,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Rutaceae,Zanthoxylum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Tamaricaceae,Tamarix,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,machaon,Papilio machaon,Zygophyllaceae,Malacocarpus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,multicaudata,Papilio multicaudata,Oleaceae,Fraxinus,butterfliesandmoths.org
Papilionidae,Papilio,multicaudata,Papilio multicaudata,Rosaceae,Prunus,butterfliesandmoths.org
Papilionidae,Papilio,multicaudata,Papilio multicaudata,Rutaceae,Ptelea,butterfliesandmoths.org
Papilionidae,Papilio,ornythion,Papilio ornythion,Rutaceae,Citrus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,palamedes,Papilio palamedes,Lauraceae,Cinnamomum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,palamedes,Papilio palamedes,Lauraceae,Lindera,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,palamedes,Papilio palamedes,Lauraceae,Persea,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,palamedes,Papilio palamedes,Lauraceae,Sassafras,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,palamedes,Papilio palamedes,Magnoliaceae,Magnolia,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,pilumnus,Papilio pilumnus,Lauraceae,Litsea,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Aegopodium,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Anethum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Angelica,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Apium,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Berula,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Carum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Cicuta,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Conium,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Cryptotaenia,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Cymopterus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Daucus,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Eryngium,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Foeniculum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Harbouria,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Heracleum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Levisticum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Ligusticum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Lomatium,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Musineon,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Osmorhiza,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Oxypolis,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Pastinaca,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Petroselinum,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Ptilimnium,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Sanicula,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Sium,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Spananthe,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Spermolepis,https://www.nhm.ac.uk/our-science/data/hostplants/
Papilionidae,Papilio,polyxenes,Papilio polyxenes,Apiaceae,Taenidia,https://www.nhm.ac.uk/our-science/data/hostplants/
